,gene,baseMean,fold,lfcSE,stat,pvalue,padj,DEG,HARs.Intron,HARs.Flanking,HARs.FlankingandIntron,HARs.Intron.Simp,HARs.Flanking.Simp,HARs.FlankingandIntron.Simp,hCONDELs.Intron,hCONDELs.Flanking,hCONDELs.FlankingandIntron,hCONDELs.Intron.Simp,hCONDELs.Flanking.Simp,hCONDELs.FlankingandIntron.Simp,HARorhCONDEL,HARandhCONDEL,condition,family,group,genegroup
898,PTPRT,289.4431067,-1.719829332,0.406444521,-4.231399964,2.32E-05,0.001481279,TRUE,"HARsv2_1668,HARsv2_1669,HARsv2_1670,HARsv2_1671",NA,"HARsv2_1668,HARsv2_1669,HARsv2_1670,HARsv2_1671",TRUE,FALSE,TRUE,"851,551,552",NA,"851,551,552",TRUE,FALSE,TRUE,TRUE,TRUE,Vip8,Protein tyrosine phosphatase receptor,C,C
899,PTPRT,289.0295239,1.475828949,0.398366362,3.704702732,0.000211639,0.006926667,TRUE,"HARsv2_1668,HARsv2_1669,HARsv2_1670,HARsv2_1671",NA,"HARsv2_1668,HARsv2_1669,HARsv2_1670,HARsv2_1671",TRUE,FALSE,TRUE,"851,551,552",NA,"851,551,552",TRUE,FALSE,TRUE,TRUE,TRUE,L5ET1,Protein tyrosine phosphatase receptor,B,C
900,PTPRT,601.9871122,-0.607380178,0.151881481,-3.999040403,6.36E-05,0.002074501,TRUE,"HARsv2_1668,HARsv2_1669,HARsv2_1670,HARsv2_1671",NA,"HARsv2_1668,HARsv2_1669,HARsv2_1670,HARsv2_1671",TRUE,FALSE,TRUE,"851,551,552",NA,"851,551,552",TRUE,FALSE,TRUE,TRUE,TRUE,L4IT1,Protein tyrosine phosphatase receptor,A,C
901,PTPRU,14.00115992,-2.293549523,0.510450895,-4.493183471,7.02E-06,0.000302414,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Chandelier1,Protein tyrosine phosphatase receptor,A,C
902,PTPRU,12.05370445,-1.703422306,0.455851759,-3.736790025,0.000186384,0.004397211,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L5ET2,Protein tyrosine phosphatase receptor,B,C
903,PTPRU,6.400903971,-3.038431872,0.854884189,-3.554202908,0.000379127,0.00531169,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L56NP2,Protein tyrosine phosphatase receptor,A,C
904,PTPRU,9.151066681,-2.389271232,0.552836481,-4.321840755,1.55E-05,0.000633786,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Lamp5Lhx61,Protein tyrosine phosphatase receptor,B,C
905,PTPRZ1,46.1541861,-5.320937902,0.766863472,-6.938572637,3.96E-12,8.91E-10,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6IT1,Protein tyrosine phosphatase receptor,B,C
906,PTPRZ1,133.7234795,-3.277665948,0.424800387,-7.715779106,1.20E-14,4.90E-12,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L23IT3,Protein tyrosine phosphatase receptor,A,C
907,PTPRZ1,12.38392345,-2.848405752,0.557861633,-5.105935924,3.29E-07,2.76E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Lamp5Lhx61,Protein tyrosine phosphatase receptor,B,C
908,PTPRZ1,123.6542375,0.537521808,0.144676723,3.715330258,0.000202938,0.005442046,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Pvalb4,Protein tyrosine phosphatase receptor,B,C
909,PTPRZ1,14.73805051,-4.405638922,1.162453319,-3.789949111,0.000150678,0.003633487,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L56NP1,Protein tyrosine phosphatase receptor,A,C
910,PTPRZ1,12.17391818,-3.950827192,0.819951255,-4.818368371,1.45E-06,5.29E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L56NP2,Protein tyrosine phosphatase receptor,A,C
911,PTPRZ1,18.54934274,-2.654803231,0.687109103,-3.863728801,0.000111669,0.002713776,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6b2,Protein tyrosine phosphatase receptor,B,C
912,PTPRZ1,52.20166456,1.131647758,0.297912579,3.798590045,0.000145522,0.005715347,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Pax61,Protein tyrosine phosphatase receptor,B,C
913,PTPRZ1,6.576350248,-3.420170527,0.859219647,-3.980554379,6.88E-05,0.002526718,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Lamp51,Protein tyrosine phosphatase receptor,B,C
914,PTPRZ1,12.77288938,-3.245048225,0.84231521,-3.852534285,0.000116902,0.003899196,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6CT2,Protein tyrosine phosphatase receptor,B,C
915,PTPRZ1,33.62148196,-1.819310611,0.328616002,-5.536281255,3.09E-08,2.64E-06,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6CT1,Protein tyrosine phosphatase receptor,B,C
916,PTPRZ1,54.21116666,1.900177311,0.233347838,8.143110838,3.85E-16,2.36E-13,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Pvalb2,Protein tyrosine phosphatase receptor,B,C
917,PTPRZ1,42.16355163,-2.953174926,0.531047149,-5.561040918,2.68E-08,3.04E-06,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Chandelier1,Protein tyrosine phosphatase receptor,A,C
918,PTPRZ1,110.4466462,0.949560126,0.198946762,4.772935813,1.82E-06,0.000100895,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Pvalb3,Protein tyrosine phosphatase receptor,B,C
919,PTPRZ1,5.386727095,-3.645293616,0.970558468,-3.75587225,0.000172739,0.007328508,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Lamp52,Protein tyrosine phosphatase receptor,B,C
920,PTPRZ1,10.93305513,-2.115526171,0.545214347,-3.880173339,0.000104382,0.002573226,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L5IT1,Protein tyrosine phosphatase receptor,B,C
921,PTPRZ1,44.37379443,-1.593109757,0.439351546,-3.626047916,0.000287792,0.006239123,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L5ET2,Protein tyrosine phosphatase receptor,B,C
922,ROBO1,253.7037013,-3.099237054,0.558751202,-5.546721053,2.91E-08,3.87E-06,TRUE,"HARsv2_1858,HARsv2_1859,HARsv2_1860","HARsv2_1861,HARsv2_1862","HARsv2_1861,HARsv2_1862,HARsv2_1858,HARsv2_1859,HARsv2_1860",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Lamp51,ROBO receptor,B,C
923,ROBO1,18.0464123,-2.424907677,0.597143073,-4.060848707,4.89E-05,0.006603654,TRUE,"HARsv2_1858,HARsv2_1859,HARsv2_1860","HARsv2_1861,HARsv2_1862","HARsv2_1861,HARsv2_1862,HARsv2_1858,HARsv2_1859,HARsv2_1860",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Endo1,ROBO receptor,A,C
924,ROBO1,639.884802,-2.206367161,0.250935492,-8.792567138,1.46E-18,3.32E-15,TRUE,"HARsv2_1858,HARsv2_1859,HARsv2_1860","HARsv2_1861,HARsv2_1862","HARsv2_1861,HARsv2_1862,HARsv2_1858,HARsv2_1859,HARsv2_1860",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Vip4,ROBO receptor,C,C
925,ROBO1,357.1917445,-2.532858515,0.683633447,-3.704995015,0.000211395,0.004891353,TRUE,"HARsv2_1858,HARsv2_1859,HARsv2_1860","HARsv2_1861,HARsv2_1862","HARsv2_1861,HARsv2_1862,HARsv2_1858,HARsv2_1859,HARsv2_1860",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L5ET2,ROBO receptor,B,C
926,ROBO1,2297.347345,0.57464934,0.158588617,3.623521989,0.000290618,0.007667463,TRUE,"HARsv2_1858,HARsv2_1859,HARsv2_1860","HARsv2_1861,HARsv2_1862","HARsv2_1861,HARsv2_1862,HARsv2_1858,HARsv2_1859,HARsv2_1860",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst2,ROBO receptor,B,C
927,ROBO2,1727.199121,-1.858743178,0.288438418,-6.444159527,1.16E-10,2.09E-08,TRUE,"HARsv2_1852,HARsv2_1853,HARsv2_1854,HARsv2_1855,HARsv2_1856,HARsv2_1857",NA,"HARsv2_1852,HARsv2_1853,HARsv2_1854,HARsv2_1855,HARsv2_1856,HARsv2_1857",TRUE,FALSE,TRUE,952,NA,952,TRUE,FALSE,TRUE,TRUE,TRUE,L4IT2,ROBO receptor,A,C
928,ROBO2,1767.256267,-2.742955973,0.288728147,-9.500133593,2.10E-21,1.58E-18,TRUE,"HARsv2_1852,HARsv2_1853,HARsv2_1854,HARsv2_1855,HARsv2_1856,HARsv2_1857",NA,"HARsv2_1852,HARsv2_1853,HARsv2_1854,HARsv2_1855,HARsv2_1856,HARsv2_1857",TRUE,FALSE,TRUE,952,NA,952,TRUE,FALSE,TRUE,TRUE,TRUE,L56NP2,ROBO receptor,A,C
929,ROBO2,531.5943112,-1.762909792,0.308325033,-5.717699197,1.08E-08,1.03E-06,TRUE,"HARsv2_1852,HARsv2_1853,HARsv2_1854,HARsv2_1855,HARsv2_1856,HARsv2_1857",NA,"HARsv2_1852,HARsv2_1853,HARsv2_1854,HARsv2_1855,HARsv2_1856,HARsv2_1857",TRUE,FALSE,TRUE,952,NA,952,TRUE,FALSE,TRUE,TRUE,TRUE,L5IT1,ROBO receptor,B,C
930,ROBO2,546.7333139,-3.051631768,0.659741823,-4.625493886,3.74E-06,0.000218313,TRUE,"HARsv2_1852,HARsv2_1853,HARsv2_1854,HARsv2_1855,HARsv2_1856,HARsv2_1857",NA,"HARsv2_1852,HARsv2_1853,HARsv2_1854,HARsv2_1855,HARsv2_1856,HARsv2_1857",TRUE,FALSE,TRUE,952,NA,952,TRUE,FALSE,TRUE,TRUE,TRUE,Sst1,ROBO receptor,B,C
931,ROBO2,334.8079821,-2.802350826,0.570318718,-4.913657469,8.94E-07,8.49E-05,TRUE,"HARsv2_1852,HARsv2_1853,HARsv2_1854,HARsv2_1855,HARsv2_1856,HARsv2_1857",NA,"HARsv2_1852,HARsv2_1853,HARsv2_1854,HARsv2_1855,HARsv2_1856,HARsv2_1857",TRUE,FALSE,TRUE,952,NA,952,TRUE,FALSE,TRUE,TRUE,TRUE,Pvalb1,ROBO receptor,B,C
932,ROBO2,3515.661472,-1.345829601,0.246899465,-5.450921504,5.01E-08,5.10E-06,TRUE,"HARsv2_1852,HARsv2_1853,HARsv2_1854,HARsv2_1855,HARsv2_1856,HARsv2_1857",NA,"HARsv2_1852,HARsv2_1853,HARsv2_1854,HARsv2_1855,HARsv2_1856,HARsv2_1857",TRUE,FALSE,TRUE,952,NA,952,TRUE,FALSE,TRUE,TRUE,TRUE,L23IT3,ROBO receptor,A,C
933,ROBO2,868.3743178,-1.262939347,0.224116641,-5.635187739,1.75E-08,2.24E-06,TRUE,"HARsv2_1852,HARsv2_1853,HARsv2_1854,HARsv2_1855,HARsv2_1856,HARsv2_1857",NA,"HARsv2_1852,HARsv2_1853,HARsv2_1854,HARsv2_1855,HARsv2_1856,HARsv2_1857",TRUE,FALSE,TRUE,952,NA,952,TRUE,FALSE,TRUE,TRUE,TRUE,Lamp5Lhx61,ROBO receptor,B,C
934,ROBO2,1165.022518,2.387058426,0.355724865,6.710406447,1.94E-11,2.37E-08,TRUE,"HARsv2_1852,HARsv2_1853,HARsv2_1854,HARsv2_1855,HARsv2_1856,HARsv2_1857",NA,"HARsv2_1852,HARsv2_1853,HARsv2_1854,HARsv2_1855,HARsv2_1856,HARsv2_1857",TRUE,FALSE,TRUE,952,NA,952,TRUE,FALSE,TRUE,TRUE,TRUE,Sncg1,ROBO receptor,B,C
935,SEMA3A,9.978317606,-1.622575552,0.453916587,-3.574611724,0.000350748,0.008260911,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip2,Semaphorin,C,C
936,SEMA3C,15.22987237,2.695066275,0.722647306,3.729435165,0.000191909,0.008096898,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Sncg2,Semaphorin,B,C
937,SEMA3C,27.73528597,-6.029389699,1.376768308,-4.379378625,1.19E-05,0.000527619,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L23IT2,Semaphorin,A,C
938,SEMA3C,16.64165066,4.2638692,0.602901178,7.072252225,1.52E-12,5.61E-10,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Pvalb1,Semaphorin,B,C
939,SEMA3D,7.091672455,3.392591966,0.773505632,4.385995173,1.15E-05,0.000682092,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,1144,1144,FALSE,TRUE,TRUE,TRUE,FALSE,Pvalb1,Semaphorin,B,C
940,SEMA3D,20.85154785,2.850449745,0.773400749,3.685605101,0.00022816,0.005187941,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,1144,1144,FALSE,TRUE,TRUE,TRUE,FALSE,L5ET2,Semaphorin,B,C
941,SEMA3D,8.810055305,-5.092475483,1.447661215,-3.517725991,0.000435262,0.009712309,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,1144,1144,FALSE,TRUE,TRUE,TRUE,FALSE,Vip2,Semaphorin,C,C
942,SEMA3D,13.64867342,3.087880081,0.663595094,4.653259357,3.27E-06,0.00022738,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,1144,1144,FALSE,TRUE,TRUE,TRUE,FALSE,L6CT2,Semaphorin,B,C
943,SEMA3D,36.87022935,3.178925832,0.697732118,4.556083561,5.21E-06,0.000393461,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,1144,1144,FALSE,TRUE,TRUE,TRUE,FALSE,L5ET1,Semaphorin,B,C
944,SEMA3D,8.687451583,2.772288835,0.583457396,4.751484609,2.02E-06,0.000107161,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,1144,1144,FALSE,TRUE,TRUE,TRUE,FALSE,L5IT2,Semaphorin,B,C
945,SEMA3E,19.83784697,-4.127410927,0.880997272,-4.684930428,2.80E-06,0.000249986,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip4,Semaphorin,C,C
946,SEMA3E,53.19511547,-3.997355624,1.032585482,-3.871210368,0.000108296,0.002674983,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6IT1,Semaphorin,B,C
947,SEMA3E,8.151255926,2.704526199,0.517930352,5.221795144,1.77E-07,1.64E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L4IT2,Semaphorin,A,C
948,SEMA3E,9.921516752,2.836791839,0.687900836,4.123838337,3.73E-05,0.001544335,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Sst2,Semaphorin,B,C
949,SEMA3E,29.45720392,1.633752366,0.42546146,3.839953834,0.000123057,0.003007125,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L5IT2,Semaphorin,B,C
950,SEMA3E,7.548491607,3.674139159,0.63731549,5.765024103,8.16E-09,1.87E-06,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Sst7,Semaphorin,B,C
951,SEMA3F,1.747628309,-3.952569279,1.135614163,-3.480556521,0.000500373,0.007668999,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6CT1,Semaphorin,B,C
952,SEMA4D,35.75711855,-0.830048109,0.228986692,-3.624874887,0.000289101,0.006505973,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Lamp5Lhx61,Semaphorin,B,C
953,SEMA4F,35.99594944,1.369410818,0.243942901,5.613653083,1.98E-08,1.77E-06,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6CT1,Semaphorin,B,C
954,SEMA4F,36.68034046,1.299833809,0.22850401,5.68845075,1.28E-08,1.28E-06,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6ITCar32,Semaphorin,B,C
955,SEMA4F,21.73093456,1.155318454,0.205546274,5.620721953,1.90E-08,1.16E-06,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L56NP2,Semaphorin,A,C
956,SEMA4F,46.73976634,1.372157233,0.162727743,8.432226781,3.39E-17,1.61E-14,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6IT1,Semaphorin,B,C
957,SEMA4F,14.51087744,0.994823534,0.259769445,3.829640298,0.000128331,0.004260195,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Sst9,Semaphorin,B,C
958,SEMA4F,29.9721543,1.25134757,0.190593471,6.565532182,5.18E-11,1.25E-08,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L23IT2,Semaphorin,A,C
959,SEMA4F,39.03692417,1.374748732,0.16391927,8.386742665,5.00E-17,3.32E-14,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L23IT1,Semaphorin,A,C
960,SEMA4F,24.37563198,1.443351536,0.234949818,6.143233259,8.09E-10,1.22E-07,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6ITCar31,Semaphorin,B,C
961,SEMA4F,28.67787748,1.39033852,0.203251773,6.840474261,7.89E-12,1.65E-09,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L5IT1,Semaphorin,B,C
962,SEMA4F,23.35447792,1.631603207,0.210724938,7.74281025,9.72E-15,4.43E-12,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L4IT1,Semaphorin,A,C
963,SEMA4F,31.81512416,1.025599282,0.195616105,5.242918442,1.58E-07,1.47E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L4IT2,Semaphorin,A,C
964,SEMA4F,37.03556931,0.877076239,0.251127442,3.492554339,0.000478424,0.008293343,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6b2,Semaphorin,B,C
965,SEMA4F,15.31424939,1.022617915,0.242455446,4.217756012,2.47E-05,0.001554631,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Sst7,Semaphorin,B,C
966,SEMA4F,46.39406124,1.649865201,0.180870594,9.121798986,7.39E-20,9.33E-17,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L23IT3,Semaphorin,A,C
967,SEMA4F,39.32898126,0.92051546,0.198084037,4.647095626,3.37E-06,0.000165839,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L5IT2,Semaphorin,B,C
968,SEMA5A,18.13336929,-1.724147586,0.450339254,-3.828552739,0.000128899,0.005385114,TRUE,HARsv2_2218,NA,HARsv2_2218,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst7,Semaphorin,B,C
969,SEMA5A,24.06693354,1.75269631,0.456014354,3.843511271,0.000121286,0.002868633,TRUE,HARsv2_2218,NA,HARsv2_2218,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L5IT1,Semaphorin,B,C
970,SEMA5A,13.38332197,2.123190116,0.426441119,4.9788588,6.40E-07,5.09E-05,TRUE,HARsv2_2218,NA,HARsv2_2218,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst1,Semaphorin,B,C
971,SEMA5A,10.74722058,2.025359352,0.581853596,3.480874514,0.00049978,0.008399173,TRUE,HARsv2_2218,NA,HARsv2_2218,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Chandelier1,Semaphorin,A,C
972,SEMA5A,29.97711278,-3.834331224,0.886270207,-4.326368183,1.52E-05,0.000649504,TRUE,HARsv2_2218,NA,HARsv2_2218,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L4IT1,Semaphorin,A,C
973,SEMA5A,58.01245191,-4.640620346,1.210253094,-3.834421387,0.00012586,0.006142211,TRUE,HARsv2_2218,NA,HARsv2_2218,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sncg2,Semaphorin,B,C
974,SEMA5A,24.15332583,2.157840304,0.432007117,4.994918412,5.89E-07,6.71E-05,TRUE,HARsv2_2218,NA,HARsv2_2218,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L6b3,Semaphorin,B,C
975,SEMA5B,3.867480315,2.62226706,0.743528773,3.526786258,0.000420636,0.007466612,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,964,NA,964,TRUE,FALSE,TRUE,TRUE,FALSE,Chandelier1,Semaphorin,A,C
976,SEMA6A,16.97510619,-2.475458716,0.59730431,-4.144384487,3.41E-05,0.001228718,TRUE,HARsv2_2308,NA,HARsv2_2308,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L4IT1,Semaphorin,A,C
977,SEMA6A,3.083054866,2.373824246,0.640560399,3.70585545,0.000210678,0.006683158,TRUE,HARsv2_2308,NA,HARsv2_2308,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Vip5,Semaphorin,C,C
978,SEMA6D,138.951955,-1.636777814,0.438890158,-3.729356391,0.000191969,0.00429241,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,765,765,FALSE,TRUE,TRUE,TRUE,FALSE,L5IT2,Semaphorin,B,C
979,SEMA6D,21.95998065,-3.348937707,0.670441749,-4.995121072,5.88E-07,2.48E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,765,765,FALSE,TRUE,TRUE,TRUE,FALSE,L56NP2,Semaphorin,A,C
980,SEMA6D,153.1851578,-3.057763905,0.708524244,-4.315679995,1.59E-05,0.000572388,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,765,765,FALSE,TRUE,TRUE,TRUE,FALSE,L6IT1,Semaphorin,B,C
981,SEMA6D,123.3917489,-2.571990895,0.700718379,-3.670505829,0.000242071,0.005883355,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,765,765,FALSE,TRUE,TRUE,TRUE,FALSE,Sst8,Semaphorin,B,C
982,SEMA6D,40.06175095,-1.911034415,0.5358616,-3.56628356,0.00036208,0.007896783,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,765,765,FALSE,TRUE,TRUE,TRUE,FALSE,Sst1,Semaphorin,B,C
983,SEMA6D,175.4723838,1.799532321,0.447834342,4.018299073,5.86E-05,0.002497621,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,765,765,FALSE,TRUE,TRUE,TRUE,FALSE,Vip1,Semaphorin,C,C
984,SEZ6,21.98555051,-1.143456229,0.327214741,-3.494513194,0.000474927,0.008337823,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L5IT1,Sushi domain containing protein,B,C
985,SLIT1,15.26885734,-2.773634808,0.692154261,-4.007249489,6.14E-05,0.003494403,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Lamp52,SLIT,B,C
986,SLIT1,59.00816687,-2.88960525,0.735091616,-3.930945729,8.46E-05,0.002475516,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Lamp5Lhx61,SLIT,B,C
987,SLIT1,20.89203594,-2.278566046,0.463801185,-4.912807729,8.98E-07,0.000104094,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip8,SLIT,C,C
988,SLIT1,59.95787614,-3.697441875,0.425058711,-8.698661573,3.36E-18,5.44E-15,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip4,SLIT,C,C
989,SLIT1,149.6958055,-2.657091619,0.456167162,-5.824820019,5.72E-09,8.33E-07,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip2,SLIT,C,C
990,SLIT2,26.63220618,-3.542407118,0.50990493,-6.947191346,3.73E-12,1.94E-09,TRUE,HARsv2_2013,HARsv2_2012,"HARsv2_2012,HARsv2_2013",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Pax61,SLIT,B,C
